Country Name,Country Code,Year,Gender,Value
Argentina,ARG,2021,Male,
Armenia,ARM,2021,Male,6108.0
American Samoa,ASM,2021,Male,
Antigua and Barbuda,ATG,2021,Male,
Australia,AUS,2021,Male,5729.0
Austria,AUT,2021,Male,1441.0
Azerbaijan,AZE,2021,Male,26875.0
Burundi,BDI,2021,Male,232049.0
Belgium,BEL,2021,Male,6030.0
Benin,BEN,2021,Male,50664.0
Burkina Faso,BFA,2021,Male,556526.0
Bangladesh,BGD,2021,Male,
Bulgaria,BGR,2021,Male,18731.0
Bahrain,BHR,2021,Male,
"Bahamas, The",BHS,2021,Male,
Bosnia and Herzegovina,BIH,2021,Male,12117.0
Belarus,BLR,2021,Male,11182.0
Belize,BLZ,2021,Male,1506.0
Bermuda,BMU,2021,Male,
Bolivia,BOL,2021,Male,31479.0
Brazil,BRA,2021,Male,359875.0
Barbados,BRB,2021,Male,379.0
Brunei Darussalam,BRN,2021,Male,
Bhutan,BTN,2021,Male,3466.0
Botswana,BWA,2021,Male,37962.0
Central African Republic,CAF,2021,Male,
Canada,CAN,2021,Male,42394.0
Central Europe and the Baltics,CEB,2021,Male,
Switzerland,CHE,2021,Male,802.0
Channel Islands,CHI,2021,Male,
Chile,CHL,2021,Male,12692.0
China,CHN,2021,Male,
Cote d'Ivoire,CIV,2021,Male,171637.0
Cameroon,CMR,2021,Male,
"Congo, Dem. Rep.",COD,2021,Male,
"Congo, Rep.",COG,2021,Male,
Colombia,COL,2021,Male,148304.0
Comoros,COM,2021,Male,
Cabo Verde,CPV,2021,Male,3472.0
Costa Rica,CRI,2021,Male,10929.0
Caribbean small states,CSS,2021,Male,
Cuba,CUB,2021,Male,9014.0
Curacao,CUW,2021,Male,
Cayman Islands,CYM,2021,Male,107.0
Cyprus,CYP,2021,Male,
Czechia,CZE,2021,Male,4789.0
Germany,DEU,2021,Male,26897.0
Djibouti,DJI,2021,Male,22373.0
Dominica,DMA,2021,Male,408.0
Denmark,DNK,2021,Male,1173.0
Dominican Republic,DOM,2021,Male,64961.0
Algeria,DZA,2021,Male,
East Asia & Pacific (excluding high income),EAP,2021,Male,
Early-demographic dividend,EAR,2021,Male,
East Asia & Pacific,EAS,2021,Male,
Europe & Central Asia (excluding high income),ECA,2021,Male,
Europe & Central Asia,ECS,2021,Male,
Ecuador,ECU,2021,Male,40262.0
"Egypt, Arab Rep.",EGY,2021,Male,43811.0
Euro area,EMU,2021,Male,
Eritrea,ERI,2021,Male,
Spain,ESP,2021,Male,28577.0
Estonia,EST,2021,Male,1005.0
Ethiopia,ETH,2021,Male,1995326.0
European Union,EUU,2021,Male,
Fragile and conflict affected situations,FCS,2021,Male,
Finland,FIN,2021,Male,2554.0
Fiji,FJI,2021,Male,
France,FRA,2021,Male,
Faroe Islands,FRO,2021,Male,
"Micronesia, Fed. Sts.",FSM,2021,Male,1238.0
Gabon,GAB,2021,Male,
United Kingdom,GBR,2021,Male,
Georgia,GEO,2021,Male,
Ghana,GHA,2021,Male,466109.0
Gibraltar,GIB,2021,Male,
Guinea,GIN,2021,Male,144387.0
"Gambia, The",GMB,2021,Male,62633.0
Guinea-Bissau,GNB,2021,Male,
Equatorial Guinea,GNQ,2021,Male,
Greece,GRC,2021,Male,7816.0
Grenada,GRD,2021,Male,1439.0
Greenland,GRL,2021,Male,
Guatemala,GTM,2021,Male,90146.0
Guam,GUM,2021,Male,
Guyana,GUY,2021,Male,7854.0
High income,HIC,2021,Male,741936.75
"Hong Kong SAR, China",HKG,2021,Male,
Honduras,HND,2021,Male,151757.0
Heavily indebted poor countries (HIPC),HPC,2021,Male,
Croatia,HRV,2021,Male,
Haiti,HTI,2021,Male,
Hungary,HUN,2021,Male,7102.0
IBRD only,IBD,2021,Male,
IDA & IBRD total,IBT,2021,Male,
IDA total,IDA,2021,Male,
IDA blend,IDB,2021,Male,
Indonesia,IDN,2021,Male,
IDA only,IDX,2021,Male,
Isle of Man,IMN,2021,Male,
India,IND,2021,Male,1627908.125
Not classified,INX,2021,Male,
Ireland,IRL,2021,Male,
"Iran, Islamic Rep.",IRN,2021,Male,
Iraq,IRQ,2021,Male,
Iceland,ISL,2021,Male,255.0
Israel,ISR,2021,Male,20069.0
Italy,ITA,2021,Male,20490.0
Jamaica,JAM,2021,Male,19824.0
Jordan,JOR,2021,Male,
Japan,JPN,2021,Male,
Kazakhstan,KAZ,2021,Male,72465.0
Kenya,KEN,2021,Male,
Kyrgyz Republic,KGZ,2021,Male,14940.0
Cambodia,KHM,2021,Male,90163.0
Kiribati,KIR,2021,Male,
St. Kitts and Nevis,KNA,2021,Male,
"Korea, Rep.",KOR,2021,Male,18877.0
Kuwait,KWT,2021,Male,
Latin America & Caribbean (excluding high income),LAC,2021,Male,
Lao PDR,LAO,2021,Male,20041.0
Lebanon,LBN,2021,Male,
Liberia,LBR,2021,Male,
Libya,LBY,2021,Male,
St. Lucia,LCA,2021,Male,435.0
Latin America & Caribbean,LCN,2021,Male,
Least developed countries: UN classification,LDC,2021,Male,
Low income,LIC,2021,Male,12711925.0
Liechtenstein,LIE,2021,Male,
Sri Lanka,LKA,2021,Male,37419.0
Lower middle income,LMC,2021,Male,18256900.0
Low & middle income,LMY,2021,Male,
Lesotho,LSO,2021,Male,
Late-demographic dividend,LTE,2021,Male,
Lithuania,LTU,2021,Male,136.0
Luxembourg,LUX,2021,Male,320.0
Latvia,LVA,2021,Male,994.0
"Macao SAR, China",MAC,2021,Male,2866.0
St. Martin (French part),MAF,2021,Male,
Morocco,MAR,2021,Male,
Monaco,MCO,2021,Male,
Moldova,MDA,2021,Male,
Madagascar,MDG,2021,Male,
Maldives,MDV,2021,Male,
Middle East & North Africa,MEA,2021,Male,
Mexico,MEX,2021,Male,
Marshall Islands,MHL,2021,Male,143.0
Middle income,MIC,2021,Male,
North Macedonia,MKD,2021,Male,5359.0
Mali,MLI,2021,Male,
Malta,MLT,2021,Male,719.0
Myanmar,MMR,2021,Male,
Middle East & North Africa (excluding high income),MNA,2021,Male,
Montenegro,MNE,2021,Male,280.0
Mongolia,MNG,2021,Male,11556.0
Northern Mariana Islands,MNP,2021,Male,
Mozambique,MOZ,2021,Male,
Mauritania,MRT,2021,Male,
Mauritius,MUS,2021,Male,1710.0
Malawi,MWI,2021,Male,
Malaysia,MYS,2021,Male,73212.0
North America,NAC,2021,Male,
Namibia,NAM,2021,Male,
New Caledonia,NCL,2021,Male,
Niger,NER,2021,Male,759182.0
Nigeria,NGA,2021,Male,
Nicaragua,NIC,2021,Male,
Netherlands,NLD,2021,Male,1748.0
Norway,NOR,2021,Male,2326.0
Nepal,NPL,2021,Male,
Nauru,NRU,2021,Male,
New Zealand,NZL,2021,Male,2884.0
OECD members,OED,2021,Male,
Oman,OMN,2021,Male,20146.0
Other small states,OSS,2021,Male,
Pakistan,PAK,2021,Male,3233319.0
Panama,PAN,2021,Male,10076.0
Peru,PER,2021,Male,
Philippines,PHL,2021,Male,821274.0
Palau,PLW,2021,Male,
Papua New Guinea,PNG,2021,Male,
Poland,POL,2021,Male,1834.0
Pre-demographic dividend,PRE,2021,Male,
Puerto Rico,PRI,2021,Male,
"Korea, Dem. People's Rep.",PRK,2021,Male,
Portugal,PRT,2021,Male,
Paraguay,PRY,2021,Male,47809.0
West Bank and Gaza,PSE,2021,Male,19707.0
Pacific island small states,PSS,2021,Male,
Post-demographic dividend,PST,2021,Male,
French Polynesia,PYF,2021,Male,
Qatar,QAT,2021,Male,
Romania,ROU,2021,Male,46951.0
Russian Federation,RUS,2021,Male,
Rwanda,RWA,2021,Male,99143.0
South Asia,SAS,2021,Male,
Saudi Arabia,SAU,2021,Male,60526.0
Sudan,SDN,2021,Male,
Senegal,SEN,2021,Male,432607.0
Singapore,SGP,2021,Male,693.0
Solomon Islands,SLB,2021,Male,
Sierra Leone,SLE,2021,Male,
El Salvador,SLV,2021,Male,
San Marino,SMR,2021,Male,17.0
Somalia,SOM,2021,Male,
Serbia,SRB,2021,Male,5402.0
Sub-Saharan Africa (excluding high income),SSA,2021,Male,
South Sudan,SSD,2021,Male,
Sub-Saharan Africa,SSF,2021,Male,
Small states,SST,2021,Male,
Sao Tome and Principe,STP,2021,Male,
Suriname,SUR,2021,Male,6332.0
Slovak Republic,SVK,2021,Male,5183.0
Slovenia,SVN,2021,Male,1071.0
Sweden,SWE,2021,Male,1913.0
Eswatini,SWZ,2021,Male,
Sint Maarten (Dutch part),SXM,2021,Male,
Seychelles,SYC,2021,Male,194.0
Syrian Arab Republic,SYR,2021,Male,534818.0
Turks and Caicos Islands,TCA,2021,Male,
Chad,TCD,2021,Male,289316.0
East Asia & Pacific (IDA & IBRD countries),TEA,2021,Male,
Europe & Central Asia (IDA & IBRD countries),TEC,2021,Male,
Togo,TGO,2021,Male,
Thailand,THA,2021,Male,41458.0
Tajikistan,TJK,2021,Male,
Turkmenistan,TKM,2021,Male,
Latin America & the Caribbean (IDA & IBRD countries),TLA,2021,Male,
Timor-Leste,TLS,2021,Male,
Middle East & North Africa (IDA & IBRD countries),TMN,2021,Male,
Tonga,TON,2021,Male,
South Asia (IDA & IBRD),TSA,2021,Male,
Sub-Saharan Africa (IDA & IBRD countries),TSS,2021,Male,
Trinidad and Tobago,TTO,2021,Male,
Tunisia,TUN,2021,Male,10448.0
Turkiye,TUR,2021,Male,
Tuvalu,TUV,2021,Male,
Tanzania,TZA,2021,Male,986684.0
Uganda,UGA,2021,Male,
Ukraine,UKR,2021,Male,155113.0
Upper middle income,UMC,2021,Male,4248957.5
Uruguay,URY,2021,Male,
United States,USA,2021,Male,500796.0
Uzbekistan,UZB,2021,Male,21092.0
St. Vincent and the Grenadines,VCT,2021,Male,
"Venezuela, RB",VEN,2021,Male,
British Virgin Islands,VGB,2021,Male,
Virgin Islands (U.S.),VIR,2021,Male,
Viet Nam,VNM,2021,Male,
Vanuatu,VUT,2021,Male,1280.0
World,WLD,2021,Male,
Samoa,WSM,2021,Male,
Kosovo,XKX,2021,Male,
"Yemen, Rep.",YEM,2021,Male,
South Africa,ZAF,2021,Male,464406.0
Zambia,ZMB,2021,Male,
Zimbabwe,ZWE,2021,Male,
Aruba,ABW,2022,Male,
Africa Eastern and Southern,AFE,2022,Male,
Afghanistan,AFG,2022,Male,
Africa Western and Central,AFW,2022,Male,
Angola,AGO,2022,Male,
Albania,ALB,2022,Male,5686.0
Andorra,AND,2022,Male,140.0
Arab World,ARB,2022,Male,
United Arab Emirates,ARE,2022,Male,
Argentina,ARG,2022,Male,
Armenia,ARM,2022,Male,7498.0
American Samoa,ASM,2022,Male,
Antigua and Barbuda,ATG,2022,Male,
Australia,AUS,2022,Male,4640.0
Austria,AUT,2022,Male,2817.0
Azerbaijan,AZE,2022,Male,13068.0
Burundi,BDI,2022,Male,246025.0
Belgium,BEL,2022,Male,
Benin,BEN,2022,Male,26653.0
Burkina Faso,BFA,2022,Male,635559.0
Bangladesh,BGD,2022,Male,
Bulgaria,BGR,2022,Male,
Bahrain,BHR,2022,Male,5319.0
"Bahamas, The",BHS,2022,Male,
Bosnia and Herzegovina,BIH,2022,Male,12179.0
Belarus,BLR,2022,Male,8671.0
Belize,BLZ,2022,Male,2336.0
Bermuda,BMU,2022,Male,
Bolivia,BOL,2022,Male,26027.0
Brazil,BRA,2022,Male,
Barbados,BRB,2022,Male,606.0
Brunei Darussalam,BRN,2022,Male,
Bhutan,BTN,2022,Male,3965.0
Botswana,BWA,2022,Male,
Central African Republic,CAF,2022,Male,
Canada,CAN,2022,Male,
Central Europe and the Baltics,CEB,2022,Male,
Switzerland,CHE,2022,Male,808.0
Channel Islands,CHI,2022,Male,
Chile,CHL,2022,Male,4869.0
China,CHN,2022,Male,
Cote d'Ivoire,CIV,2022,Male,144985.0
Cameroon,CMR,2022,Male,
"Congo, Dem. Rep.",COD,2022,Male,
"Congo, Rep.",COG,2022,Male,
Colombia,COL,2022,Male,158138.0
Comoros,COM,2022,Male,
Cabo Verde,CPV,2022,Male,
Costa Rica,CRI,2022,Male,10882.0
Caribbean small states,CSS,2022,Male,
Cuba,CUB,2022,Male,18547.0
Curacao,CUW,2022,Male,
Cayman Islands,CYM,2022,Male,49.0
Cyprus,CYP,2022,Male,
Czechia,CZE,2022,Male,
Germany,DEU,2022,Male,
Djibouti,DJI,2022,Male,21782.0
Dominica,DMA,2022,Male,393.0
Denmark,DNK,2022,Male,1398.0
Dominican Republic,DOM,2022,Male,47271.0
Algeria,DZA,2022,Male,
East Asia & Pacific (excluding high income),EAP,2022,Male,
Early-demographic dividend,EAR,2022,Male,
East Asia & Pacific,EAS,2022,Male,
Europe & Central Asia (excluding high income),ECA,2022,Male,
Europe & Central Asia,ECS,2022,Male,
Ecuador,ECU,2022,Male,49136.0
"Egypt, Arab Rep.",EGY,2022,Male,
Euro area,EMU,2022,Male,
Eritrea,ERI,2022,Male,
Spain,ESP,2022,Male,
Estonia,EST,2022,Male,841.0
Ethiopia,ETH,2022,Male,1954473.0
European Union,EUU,2022,Male,
Fragile and conflict affected situations,FCS,2022,Male,
Finland,FIN,2022,Male,3664.0
Fiji,FJI,2022,Male,
France,FRA,2022,Male,
Faroe Islands,FRO,2022,Male,
"Micronesia, Fed. Sts.",FSM,2022,Male,1211.0
Gabon,GAB,2022,Male,
United Kingdom,GBR,2022,Male,79397.0
Georgia,GEO,2022,Male,2792.0
Ghana,GHA,2022,Male,
Gibraltar,GIB,2022,Male,
Guinea,GIN,2022,Male,
"Gambia, The",GMB,2022,Male,63802.0
Guinea-Bissau,GNB,2022,Male,
Equatorial Guinea,GNQ,2022,Male,
Greece,GRC,2022,Male,
Grenada,GRD,2022,Male,
Greenland,GRL,2022,Male,
Guatemala,GTM,2022,Male,89725.0
Guam,GUM,2022,Male,
Guyana,GUY,2022,Male,
High income,HIC,2022,Male,719560.0
"Hong Kong SAR, China",HKG,2022,Male,
Honduras,HND,2022,Male,
Heavily indebted poor countries (HIPC),HPC,2022,Male,
Croatia,HRV,2022,Male,
Haiti,HTI,2022,Male,
Hungary,HUN,2022,Male,
IBRD only,IBD,2022,Male,
IDA & IBRD total,IBT,2022,Male,
IDA total,IDA,2022,Male,
IDA blend,IDB,2022,Male,
Indonesia,IDN,2022,Male,
IDA only,IDX,2022,Male,
Isle of Man,IMN,2022,Male,
India,IND,2022,Male,
Not classified,INX,2022,Male,
Ireland,IRL,2022,Male,
"Iran, Islamic Rep.",IRN,2022,Male,
Iraq,IRQ,2022,Male,
Iceland,ISL,2022,Male,
Israel,ISR,2022,Male,
Italy,ITA,2022,Male,
Jamaica,JAM,2022,Male,10459.0
Jordan,JOR,2022,Male,
Japan,JPN,2022,Male,
Kazakhstan,KAZ,2022,Male,74558.0
Kenya,KEN,2022,Male,
Kyrgyz Republic,KGZ,2022,Male,17339.0
Cambodia,KHM,2022,Male,144927.0
Kiribati,KIR,2022,Male,
St. Kitts and Nevis,KNA,2022,Male,
"Korea, Rep.",KOR,2022,Male,13453.0
Kuwait,KWT,2022,Male,
Latin America & Caribbean (excluding high income),LAC,2022,Male,
Lao PDR,LAO,2022,Male,29190.0
Lebanon,LBN,2022,Male,
Liberia,LBR,2022,Male,
Libya,LBY,2022,Male,
St. Lucia,LCA,2022,Male,
Latin America & Caribbean,LCN,2022,Male,
Least developed countries: UN classification,LDC,2022,Male,
Low income,LIC,2022,Male,13280975.0
Liechtenstein,LIE,2022,Male,
Sri Lanka,LKA,2022,Male,
Lower middle income,LMC,2022,Male,17899524.0
Low & middle income,LMY,2022,Male,
Lesotho,LSO,2022,Male,44681.0
Late-demographic dividend,LTE,2022,Male,
Lithuania,LTU,2022,Male,
Luxembourg,LUX,2022,Male,
Latvia,LVA,2022,Male,1104.0
"Macao SAR, China",MAC,2022,Male,4222.0
St. Martin (French part),MAF,2022,Male,
Morocco,MAR,2022,Male,
Monaco,MCO,2022,Male,
Moldova,MDA,2022,Male,
Madagascar,MDG,2022,Male,
Maldives,MDV,2022,Male,
Middle East & North Africa,MEA,2022,Male,
Mexico,MEX,2022,Male,
Marshall Islands,MHL,2022,Male,127.0
Middle income,MIC,2022,Male,
North Macedonia,MKD,2022,Male,5805.0
Mali,MLI,2022,Male,
Malta,MLT,2022,Male,1047.0
Myanmar,MMR,2022,Male,
Middle East & North Africa (excluding high income),MNA,2022,Male,
Montenegro,MNE,2022,Male,
Mongolia,MNG,2022,Male,11786.0
Northern Mariana Islands,MNP,2022,Male,
Mozambique,MOZ,2022,Male,
Mauritania,MRT,2022,Male,
Mauritius,MUS,2022,Male,
Malawi,MWI,2022,Male,
Malaysia,MYS,2022,Male,85302.0
North America,NAC,2022,Male,
Namibia,NAM,2022,Male,
New Caledonia,NCL,2022,Male,
Niger,NER,2022,Male,796959.0
Nigeria,NGA,2022,Male,
Nicaragua,NIC,2022,Male,
Netherlands,NLD,2022,Male,
Norway,NOR,2022,Male,
Nepal,NPL,2022,Male,
Nauru,NRU,2022,Male,131.0
New Zealand,NZL,2022,Male,
OECD members,OED,2022,Male,
Oman,OMN,2022,Male,21136.0
Other small states,OSS,2022,Male,
Pakistan,PAK,2022,Male,
Panama,PAN,2022,Male,
Peru,PER,2022,Male,
Philippines,PHL,2022,Male,752911.0
Palau,PLW,2022,Male,
Papua New Guinea,PNG,2022,Male,
Poland,POL,2022,Male,
Pre-demographic dividend,PRE,2022,Male,
Puerto Rico,PRI,2022,Male,
"Korea, Dem. People's Rep.",PRK,2022,Male,
Portugal,PRT,2022,Male,
Paraguay,PRY,2022,Male,47069.0
West Bank and Gaza,PSE,2022,Male,25046.0
Pacific island small states,PSS,2022,Male,
Post-demographic dividend,PST,2022,Male,
French Polynesia,PYF,2022,Male,
Qatar,QAT,2022,Male,
Romania,ROU,2022,Male,
Russian Federation,RUS,2022,Male,90739.0
Rwanda,RWA,2022,Male,
South Asia,SAS,2022,Male,
Saudi Arabia,SAU,2022,Male,40075.0
Sudan,SDN,2022,Male,
Senegal,SEN,2022,Male,456317.0
Singapore,SGP,2022,Male,
Solomon Islands,SLB,2022,Male,
Sierra Leone,SLE,2022,Male,
El Salvador,SLV,2022,Male,
San Marino,SMR,2022,Male,
Somalia,SOM,2022,Male,
Serbia,SRB,2022,Male,17317.0
Sub-Saharan Africa (excluding high income),SSA,2022,Male,
South Sudan,SSD,2022,Male,
Sub-Saharan Africa,SSF,2022,Male,
Small states,SST,2022,Male,
Sao Tome and Principe,STP,2022,Male,
Suriname,SUR,2022,Male,
Slovak Republic,SVK,2022,Male,3503.0
Slovenia,SVN,2022,Male,833.0
Sweden,SWE,2022,Male,2172.0
Eswatini,SWZ,2022,Male,
Sint Maarten (Dutch part),SXM,2022,Male,
Seychelles,SYC,2022,Male,108.0
Syrian Arab Republic,SYR,2022,Male,436379.0
Turks and Caicos Islands,TCA,2022,Male,
Chad,TCD,2022,Male,300130.0
East Asia & Pacific (IDA & IBRD countries),TEA,2022,Male,
Europe & Central Asia (IDA & IBRD countries),TEC,2022,Male,
Togo,TGO,2022,Male,
Thailand,THA,2022,Male,
Tajikistan,TJK,2022,Male,
Turkmenistan,TKM,2022,Male,
Latin America & the Caribbean (IDA & IBRD countries),TLA,2022,Male,
Timor-Leste,TLS,2022,Male,
Middle East & North Africa (IDA & IBRD countries),TMN,2022,Male,
Tonga,TON,2022,Male,
South Asia (IDA & IBRD),TSA,2022,Male,
Sub-Saharan Africa (IDA & IBRD countries),TSS,2022,Male,
Trinidad and Tobago,TTO,2022,Male,
Tunisia,TUN,2022,Male,13923.0
Turkiye,TUR,2022,Male,
Tuvalu,TUV,2022,Male,19.0
Tanzania,TZA,2022,Male,
Uganda,UGA,2022,Male,
Ukraine,UKR,2022,Male,
Upper middle income,UMC,2022,Male,4386512.5
Uruguay,URY,2022,Male,
United States,USA,2022,Male,517634.0
Uzbekistan,UZB,2022,Male,48304.0
St. Vincent and the Grenadines,VCT,2022,Male,
"Venezuela, RB",VEN,2022,Male,
British Virgin Islands,VGB,2022,Male,
Virgin Islands (U.S.),VIR,2022,Male,
Viet Nam,VNM,2022,Male,
Vanuatu,VUT,2022,Male,2182.0
World,WLD,2022,Male,
Samoa,WSM,2022,Male,
Kosovo,XKX,2022,Male,
"Yemen, Rep.",YEM,2022,Male,
South Africa,ZAF,2022,Male,
Zambia,ZMB,2022,Male,
Zimbabwe,ZWE,2022,Male,
Aruba,ABW,2023,Male,
Africa Eastern and Southern,AFE,2023,Male,
Afghanistan,AFG,2023,Male,
Africa Western and Central,AFW,2023,Male,
Angola,AGO,2023,Male,
Albania,ALB,2023,Male,
Andorra,AND,2023,Male,
Arab World,ARB,2023,Male,
United Arab Emirates,ARE,2023,Male,
Argentina,ARG,2023,Male,
Armenia,ARM,2023,Male,
American Samoa,ASM,2023,Male,
Antigua and Barbuda,ATG,2023,Male,
Australia,AUS,2023,Male,
Austria,AUT,2023,Male,
Azerbaijan,AZE,2023,Male,
Burundi,BDI,2023,Male,
Belgium,BEL,2023,Male,
Benin,BEN,2023,Male,
Burkina Faso,BFA,2023,Male,
Bangladesh,BGD,2023,Male,
Bulgaria,BGR,2023,Male,
Bahrain,BHR,2023,Male,
"Bahamas, The",BHS,2023,Male,
Bosnia and Herzegovina,BIH,2023,Male,
Belarus,BLR,2023,Male,
Belize,BLZ,2023,Male,
Bermuda,BMU,2023,Male,
Bolivia,BOL,2023,Male,
Brazil,BRA,2023,Male,
Barbados,BRB,2023,Male,
Brunei Darussalam,BRN,2023,Male,
Bhutan,BTN,2023,Male,
Botswana,BWA,2023,Male,
Central African Republic,CAF,2023,Male,
Canada,CAN,2023,Male,
Central Europe and the Baltics,CEB,2023,Male,
Switzerland,CHE,2023,Male,
Channel Islands,CHI,2023,Male,
Chile,CHL,2023,Male,
China,CHN,2023,Male,
Cote d'Ivoire,CIV,2023,Male,86759.0
Cameroon,CMR,2023,Male,
"Congo, Dem. Rep.",COD,2023,Male,
"Congo, Rep.",COG,2023,Male,
Colombia,COL,2023,Male,
Comoros,COM,2023,Male,
Cabo Verde,CPV,2023,Male,
Costa Rica,CRI,2023,Male,
Caribbean small states,CSS,2023,Male,
Cuba,CUB,2023,Male,
Curacao,CUW,2023,Male,
Cayman Islands,CYM,2023,Male,
Cyprus,CYP,2023,Male,
Czechia,CZE,2023,Male,
Germany,DEU,2023,Male,
Djibouti,DJI,2023,Male,
Dominica,DMA,2023,Male,
Denmark,DNK,2023,Male,
Dominican Republic,DOM,2023,Male,
Algeria,DZA,2023,Male,
East Asia & Pacific (excluding high income),EAP,2023,Male,
Early-demographic dividend,EAR,2023,Male,
East Asia & Pacific,EAS,2023,Male,
Europe & Central Asia (excluding high income),ECA,2023,Male,
Europe & Central Asia,ECS,2023,Male,
Ecuador,ECU,2023,Male,
"Egypt, Arab Rep.",EGY,2023,Male,
Euro area,EMU,2023,Male,
Eritrea,ERI,2023,Male,
Spain,ESP,2023,Male,
Estonia,EST,2023,Male,
Ethiopia,ETH,2023,Male,
European Union,EUU,2023,Male,
Fragile and conflict affected situations,FCS,2023,Male,
Finland,FIN,2023,Male,
Fiji,FJI,2023,Male,
France,FRA,2023,Male,
Faroe Islands,FRO,2023,Male,
"Micronesia, Fed. Sts.",FSM,2023,Male,
Gabon,GAB,2023,Male,
United Kingdom,GBR,2023,Male,
Georgia,GEO,2023,Male,4099.0
Ghana,GHA,2023,Male,
Gibraltar,GIB,2023,Male,
Guinea,GIN,2023,Male,
"Gambia, The",GMB,2023,Male,65300.0
Guinea-Bissau,GNB,2023,Male,
Equatorial Guinea,GNQ,2023,Male,
Greece,GRC,2023,Male,
Grenada,GRD,2023,Male,
Greenland,GRL,2023,Male,
Guatemala,GTM,2023,Male,
Guam,GUM,2023,Male,
Guyana,GUY,2023,Male,
High income,HIC,2023,Male,716727.0
"Hong Kong SAR, China",HKG,2023,Male,
Honduras,HND,2023,Male,
Heavily indebted poor countries (HIPC),HPC,2023,Male,
Croatia,HRV,2023,Male,
Haiti,HTI,2023,Male,
Hungary,HUN,2023,Male,
IBRD only,IBD,2023,Male,
IDA & IBRD total,IBT,2023,Male,
IDA total,IDA,2023,Male,
IDA blend,IDB,2023,Male,
Indonesia,IDN,2023,Male,
IDA only,IDX,2023,Male,
Isle of Man,IMN,2023,Male,
India,IND,2023,Male,815165.0625
Not classified,INX,2023,Male,
Ireland,IRL,2023,Male,
"Iran, Islamic Rep.",IRN,2023,Male,
Iraq,IRQ,2023,Male,
Iceland,ISL,2023,Male,
Israel,ISR,2023,Male,
Italy,ITA,2023,Male,
Jamaica,JAM,2023,Male,
Jordan,JOR,2023,Male,
Japan,JPN,2023,Male,
Kazakhstan,KAZ,2023,Male,37888.0
Kenya,KEN,2023,Male,
Kyrgyz Republic,KGZ,2023,Male,1014.0
Cambodia,KHM,2023,Male,
Kiribati,KIR,2023,Male,
St. Kitts and Nevis,KNA,2023,Male,
"Korea, Rep.",KOR,2023,Male,
Kuwait,KWT,2023,Male,
Latin America & Caribbean (excluding high income),LAC,2023,Male,
Lao PDR,LAO,2023,Male,
Lebanon,LBN,2023,Male,
Liberia,LBR,2023,Male,
Libya,LBY,2023,Male,
St. Lucia,LCA,2023,Male,
Latin America & Caribbean,LCN,2023,Male,
Least developed countries: UN classification,LDC,2023,Male,
Low income,LIC,2023,Male,13470525.0
Liechtenstein,LIE,2023,Male,
Sri Lanka,LKA,2023,Male,
Lower middle income,LMC,2023,Male,17754624.0
Low & middle income,LMY,2023,Male,
Lesotho,LSO,2023,Male,48765.0
Late-demographic dividend,LTE,2023,Male,
Lithuania,LTU,2023,Male,
Luxembourg,LUX,2023,Male,
Latvia,LVA,2023,Male,
"Macao SAR, China",MAC,2023,Male,
St. Martin (French part),MAF,2023,Male,
Morocco,MAR,2023,Male,
Monaco,MCO,2023,Male,
Moldova,MDA,2023,Male,
Madagascar,MDG,2023,Male,
Maldives,MDV,2023,Male,
Middle East & North Africa,MEA,2023,Male,
Mexico,MEX,2023,Male,
Marshall Islands,MHL,2023,Male,
Middle income,MIC,2023,Male,
North Macedonia,MKD,2023,Male,
Mali,MLI,2023,Male,
Malta,MLT,2023,Male,
Myanmar,MMR,2023,Male,
Middle East & North Africa (excluding high income),MNA,2023,Male,
Montenegro,MNE,2023,Male,
Mongolia,MNG,2023,Male,
Northern Mariana Islands,MNP,2023,Male,
Mozambique,MOZ,2023,Male,
Mauritania,MRT,2023,Male,
Mauritius,MUS,2023,Male,
Malawi,MWI,2023,Male,
Malaysia,MYS,2023,Male,
North America,NAC,2023,Male,
Namibia,NAM,2023,Male,
New Caledonia,NCL,2023,Male,
Niger,NER,2023,Male,896623.0
Nigeria,NGA,2023,Male,
Nicaragua,NIC,2023,Male,
Netherlands,NLD,2023,Male,
Norway,NOR,2023,Male,
Nepal,NPL,2023,Male,
Nauru,NRU,2023,Male,
New Zealand,NZL,2023,Male,
OECD members,OED,2023,Male,
Oman,OMN,2023,Male,
Other small states,OSS,2023,Male,
Pakistan,PAK,2023,Male,
Panama,PAN,2023,Male,
Peru,PER,2023,Male,
Philippines,PHL,2023,Male,
Palau,PLW,2023,Male,
Papua New Guinea,PNG,2023,Male,
Poland,POL,2023,Male,
Pre-demographic dividend,PRE,2023,Male,
Puerto Rico,PRI,2023,Male,
"Korea, Dem. People's Rep.",PRK,2023,Male,
Portugal,PRT,2023,Male,
Paraguay,PRY,2023,Male,
West Bank and Gaza,PSE,2023,Male,
Pacific island small states,PSS,2023,Male,
Post-demographic dividend,PST,2023,Male,
French Polynesia,PYF,2023,Male,
Qatar,QAT,2023,Male,
Romania,ROU,2023,Male,
Russian Federation,RUS,2023,Male,
Rwanda,RWA,2023,Male,
South Asia,SAS,2023,Male,
Saudi Arabia,SAU,2023,Male,
Sudan,SDN,2023,Male,
Senegal,SEN,2023,Male,
Singapore,SGP,2023,Male,
Solomon Islands,SLB,2023,Male,
